Order Number,Order Charged Date,Order Charged Timestamp,Financial Status,Device Model,Product Title,Product ID,Product Type,SKU ID,Currency of Sale,Item Price,Taxes Collected,Charged Amount,City of Buyer,State of Buyer,Postal Code of Buyer,Country of Buyer,Base Plan ID,Offer ID,Group ID,First USD 1M Eligible,Promotion ID,Coupon Value,Discount Rate
GPA.3303-9914-9811-96978..0,2022-09-01,1662065210,Charged,,Premium Version -  Yearly Subscription (Collage Maker: Photo Layout),com.volio.layout.photocollage.collagemaker,subscription,iap1year,EUR,4.95,1.04,5.99,,,,NL,,,4992313473829035528,Yes,,,
GPA.3318-8054-4897-62322,2022-09-01,1662068947,Charged,1901,Premium Version -  Permanently (Collage Maker: Photo Layout),com.volio.layout.photocollage.collagemaker,inapp,removeadssale,MYR,41.50,2.49,43.99,,,,MY,,,4992313473829035528,Yes,,,
GPA.3357-5946-5905-56469,2022-09-01,1662072842,Charged,b2q,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,USD,7.49,0.65,8.14,lido beach,NY,11561,US,,,4992313473829035528,Yes,,,
GPA.3366-2438-1026-64565,2022-09-01,1662073261,Charged,x1q, PDF Reader - Permanent Premium (PDF Reader - PDF Viewer),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,USD,6.49,0.58,7.07,UNINCORPORATED,AL,35773,US,,,4992313473829035528,Yes,,,
GPA.3310-6124-9142-91427,2022-09-02,1662086276,Charged,borneo,Buy remove Ads and Compass themes forever (Compass: Direction Compass),com.compass.compassapp.compassfree,inapp,iapforever,USD,2.99,0.28,3.27,PRESCOTT VALLEY,AZ,86314,US,,,4992313473829035528,Yes,,,
GPA.3337-4618-5531-23950,2022-09-02,1662094894,Charged,a21s, PDF Reader - Permanent Premium (PDF Reader - PDF Viewer),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,EUR,5.98,0.51,6.49,,,,RE,,,4992313473829035528,Yes,,,
GPA.3334-5532-1987-97719,2022-09-02,1662094984,Charged,HWYAL,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,THB,186.92,13.08,200.00,,,12120,TH,,,4992313473829035528,Yes,,,
GPA.3382-7155-4040-39553,2022-09-02,1662099930,Charged,apollo,Premium Version -  Yearly Subscription (Collage Maker: Photo Layout),com.volio.layout.photocollage.collagemaker,subscription,iap1year,EUR,5.78,1.21,6.99,,,,NL,p1y,,4992313473829035528,Yes,,,
GPA.3395-8185-2962-59796,2022-09-02,1662108600,Charged,HWVOG,All Document - No ads forever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,iapforever,MYR,23.58,1.41,24.99,KL,KUALA LUMPUR,53300,MY,,,4992313473829035528,Yes,,,
GPA.3377-0126-9099-06933,2022-09-02,1662127807,Charged,2109, PDF Reader - Permanent Premium (PDF Reader - PDF Viewer),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,AED,23.80,1.19,24.99,,إمارة الشارقةّ,,AE,,,4992313473829035528,Yes,,,
GPA.3342-2823-1250-25980,2022-09-02,1662130501,Charged,zerolte,Buy remove Ads and Compass themes forever (Compass: Direction Compass),com.compass.compassapp.compassfree,inapp,iapforever,EUR,2.68,0.51,3.19,,,,DE,,,4992313473829035528,Yes,,,
GPA.3336-8202-7453-23187..7,2022-09-02,1662132102,Charged,,Pro Version -  Monthly Subscription (Collage Maker: Photo Layout),com.volio.layout.photocollage.collagemaker,subscription,iapmonthly,TRY,38.97,7.02,45.99,Zonguldak,,67020,TR,,,4992313473829035528,Yes,,,
GPA.3349-8320-6205-75615..2,2022-09-02,1662132408,Charged,,Pro Version -  Monthly Subscription (Collage Maker: Photo Layout),com.volio.layout.photocollage.collagemaker,subscription,iapmonthly,USD,3.99,0.19,4.18,DENVER,CO,80219,US,p1m,,4992313473829035528,Yes,,,
GPA.3331-3117-6445-49186,2022-09-02,1662133011,Charged,p3s,Remove all Ads forever (Currency Converter),currency.currencyconverter.currencyexchangeapp,inapp,iapremoveads,GBP,2.16,0.43,2.59,,,,GB,,,4992313473829035528,Yes,,,
GPA.3367-3648-6695-88064,2022-09-02,1662139181,Charged,L810,Buy remove Ads and Compass themes forever (Compass: Direction Compass),com.compass.compassapp.compassfree,inapp,iapforever,EUR,2.66,0.53,3.19,,,,FR,,,4992313473829035528,Yes,,,
GPA.3369-0233-7370-47565..0,2022-09-02,1662146392,Charged,,Pro Version -  Monthly Subscription (Collage Maker: Photo Layout),com.volio.layout.photocollage.collagemaker,subscription,iapmonthly,BRL,16.99,0.00,16.99,São Paulo,SP,05017-040,BR,p1m,,4992313473829035528,Yes,,,
GPA.3354-7839-8618-35747,2022-09-02,1662148497,Charged,pokerp, PDF Reader - Permanent Premium (PDF Reader - PDF Viewer),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,CLP,"5,042.00",958.00,"6,000.00",,,,CL,,,4992313473829035528,Yes,,,
GPA.3390-3624-5131-54045,2022-09-02,1662149250,Charged,r8s,Premium Version -  Permanently (Collage Maker: Photo Layout),com.volio.layout.photocollage.collagemaker,inapp,removeadssale,BRL,47.99,0.00,47.99,Belo Oriente,MG,30720-610,BR,,,4992313473829035528,Yes,,,
GPA.3387-3512-8426-12739,2022-09-02,1662149347,Charged,a52q,Buy remove Ads and Compass themes forever (Compass: Direction Compass),com.compass.compassapp.compassfree,inapp,iapforever,SEK,27.20,6.80,34.00,,,,SE,,,4992313473829035528,Yes,,,
GPA.3325-9844-5602-62698,2022-09-02,1662149575,Charged,b4q,Pro Version -  Monthly Subscription (Live Wallpapers - 3D Wallpaper),com.livewallpaper3D.cool.wallpapers.free.wallpaper4K.parallax,subscription,iapmonthly,EUR,3.86,0.73,4.59,,,,DE,p1m,,4992313473829035528,Yes,,,
GPA.3361-4502-7385-57675,2022-09-02,1662161304,Charged,b2q,Premium Version -  Permanently (Collage Maker: Photo Layout),com.volio.layout.photocollage.collagemaker,inapp,removeadssale,USD,9.49,0.00,9.49,BAKERSFIELD,CA,93304,US,,,4992313473829035528,Yes,,,
GPA.3360-8695-9899-47674,2022-09-02,1662162158,Charged,jacuzzi_cheets,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,THB,257.01,17.99,275.00,,,57100,TH,,,4992313473829035528,Yes,,,
GPA.3374-9503-6045-95715,2022-09-03,1662170725,Charged,a13x,iapforever (Time Warp Scan - Face warp),com.timewarpscan.timewarpfilter.warpscan.slitscan.facescanner,inapp,iapforever,USD,3.99,0.26,4.25,ATLANTIC CITY,NJ,08401,US,,,4992313473829035528,Yes,,,
GPA.3367-4250-9530-35267,2022-09-03,1662176425,Charged,2061,Premium Version -  Permanently (Collage Maker: Photo Layout),com.volio.layout.photocollage.collagemaker,inapp,removeadssale,MYR,41.50,2.49,43.99,Kuala Lumpur,KUALA LUMPUR,56000,MY,,,4992313473829035528,Yes,,,
GPA.3334-1766-2553-01298,2022-09-03,1662182494,Charged,SmartBoard_10_LTE,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,PLN,30.89,7.10,37.99,,,,PL,,,4992313473829035528,Yes,,,
GPA.3356-8720-6562-77363,2022-09-03,1662183070,Charged,b0q,Premium Version -  Permanently (Collage Maker: Photo Layout),com.volio.layout.photocollage.collagemaker,inapp,removeadssale,THB,327.10,22.90,350.00,สามพราน,นครปฐม,73210,TH,,,4992313473829035528,Yes,,,
GPA.3314-0276-3640-36377,2022-09-03,1662184324,Charged,p3q,Premium Version -  Permanently (Collage Maker: Photo Layout),com.volio.layout.photocollage.collagemaker,inapp,removeadssale,HKD,70.90,0.00,70.90,,,,HK,,,4992313473829035528,Yes,,,
GPA.3349-6045-5801-60325,2022-09-03,1662189349,Charged,hwple703l,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,NGN,"2,874.42",215.58,"3,090.00",Port Harcourt,RIVERS,234084,NG,,,4992313473829035528,Yes,,,
GPA.3324-1320-4670-28430,2022-09-03,1662190768,Charged,b0q,Remove all anoying ads forever -  One time payment (Weatherapp - Forecast Weather),weatherapp.weatherradar.weather.forecast,inapp,remove_all_ads_sale,CHF,1.90,0.00,1.90,Mellingen,,5507,CH,,,4992313473829035528,Yes,,,
GPA.3309-8419-6314-89636,2022-09-03,1662194781,Charged,gta4lwifi,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,USD,7.49,0.68,8.17,MARYSVILLE,WA,98271,US,,,4992313473829035528,Yes,,,
GPA.3398-0785-0762-56680,2022-09-03,1662199506,Charged,b0s,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,GBP,5.41,1.08,6.49,,,,GB,,,4992313473829035528,Yes,,,
GPA.3346-9587-2049-14927,2022-09-03,1662199897,Charged,r8s,Buy remove Ads and Compass themes forever (Compass: Direction Compass),com.compass.compassapp.compassfree,inapp,iapforever,SEK,27.20,6.80,34.00,,,,SE,,,4992313473829035528,Yes,,,
GPA.3345-1459-2215-07780,2022-09-03,1662202038,Charged,OP4C2DL1,Premium Version -  Yearly Subscription (Collage Maker: Photo Layout),com.volio.layout.photocollage.collagemaker,subscription,iap1year,CHF,5.60,0.00,5.60,Neuchâtel,,2000,CH,p1y,,4992313473829035528,Yes,,,
GPA.3354-3269-3546-28919,2022-09-03,1662203034,Charged,a71, PDF Reader - Permanent Premium (PDF Reader - PDF Viewer),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,DKK,39.20,9.80,49.00,,,,DK,,,4992313473829035528,Yes,,,
GPA.3339-2125-1255-08928,2022-09-03,1662215392,Charged,y2s,Premium Version -  Permanently (Collage Maker: Photo Layout),com.volio.layout.photocollage.collagemaker,inapp,removeadssale,NOK,92.00,23.00,115.00,,,,NO,,,4992313473829035528,Yes,,,
GPA.3328-6800-3263-16522,2022-09-03,1662218277,Charged,F5121,Buy remove Ads and Compass themes forever (Compass: Direction Compass),com.compass.compassapp.compassfree,inapp,iapforever,CHF,2.80,0.00,2.80,Schwellbrunn,,9103,CH,,,4992313473829035528,Yes,,,
GPA.3339-7635-3910-41045,2022-09-03,1662220117,Charged,berlna,Buy remove Ads and Compass themes forever (Compass: Direction Compass),com.compass.compassapp.compassfree,inapp,iapforever,CAD,3.79,0.57,4.36,Montreal,QC,H1a0b2,CA,,,4992313473829035528,Yes,,,
GPA.3371-7223-1646-16863,2022-09-03,1662223074,Charged,M11550,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,USD,7.49,0.55,8.04,CHARLOTTE,NC,28212,US,,,4992313473829035528,Yes,,,
GPA.3324-7178-6399-17766,2022-09-03,1662223755,Refund,a32,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,COP,"22,500.00",0.00,"-22,500.00",,,,CO,,,4992313473829035528,Yes,,,
GPA.3307-1190-2411-20827,2022-09-03,1662229705,Charged,p3s,Premium Version -  Permanently (Collage Maker: Photo Layout),com.volio.layout.photocollage.collagemaker,inapp,removeadssale,GBP,7.91,1.58,9.49,,,,GB,,,4992313473829035528,Yes,,,
GPA.3388-7738-2560-97500,2022-09-03,1662231858,Charged,a33x,Buy remove Ads and Compass themes forever (Compass: Direction Compass),com.compass.compassapp.compassfree,inapp,iapforever,EUR,2.66,0.53,3.19,,,,AT,,,4992313473829035528,Yes,,,
GPA.3372-6947-2348-96169,2022-09-03,1662237565,Charged,b0q,Premium Version -  Permanently (Collage Maker: Photo Layout),com.volio.layout.photocollage.collagemaker,inapp,removeadssale,USD,9.49,0.00,9.49,Las Vegas,NV,89129,US,,,4992313473829035528,Yes,,,
GPA.3311-9369-6479-80138..6,2022-09-03,1662243614,Charged,,Pro Version -  Monthly Subscription (Collage Maker: Photo Layout),com.volio.layout.photocollage.collagemaker,subscription,iapmonthly,GBP,2.91,0.58,3.49,,,,GB,,,4992313473829035528,Yes,,,
GPA.3309-0904-6798-20360,2022-09-03,1662244001,Charged,a50,Buy remove Ads and Compass themes forever (Compass: Direction Compass),com.compass.compassapp.compassfree,inapp,iapforever,EUR,2.72,0.57,3.29,,,,NL,,,4992313473829035528,Yes,,,
GPA.3347-5419-3023-50052,2022-09-04,1662250527,Charged,Hawk_from_EE,Pro Version -  Monthly Subscription (Live Wallpapers - 3D Wallpaper),com.livewallpaper3D.cool.wallpapers.free.wallpaper4K.parallax,subscription,iapmonthly,GBP,3.16,0.63,3.79,,,,GB,p1m,,4992313473829035528,Yes,,,
GPA.3352-7681-7486-33758,2022-09-04,1662256753,Refund,j6primelte,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,COP,"22,500.00",0.00,"-22,500.00",,,,CO,,,4992313473829035528,Yes,,,
GPA.3318-5174-1083-38970,2022-09-04,1662268428,Charged,angelican,iapforever (Time Warp Scan - Face warp),com.timewarpscan.timewarpfilter.warpscan.slitscan.facescanner,inapp,iapforever,EUR,3.54,0.85,4.39,,,,FI,,,4992313473829035528,Yes,,,
GPA.3325-3513-7969-90060,2022-09-04,1662270412,Charged,b0q,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,AUD,9.99,1.00,10.99,,,3125,AU,,,4992313473829035528,Yes,,,
GPA.3359-6731-6767-44195,2022-09-04,1662272215,Charged,Infinix-X683,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,USD,7.21,0.00,7.21,Kampala,,,UG,,,4992313473829035528,Yes,,,
GPA.3399-7043-3180-26762,2022-09-04,1662276660,Charged,o1q,Premium Version -  Permanently (Collage Maker: Photo Layout),com.volio.layout.photocollage.collagemaker,inapp,removeadssale,ILS,30.90,0.00,30.90,קרית אונו,,,IL,,,4992313473829035528,Yes,,,
GPA.3379-1581-2237-86451,2022-09-04,1662276805,Charged,a82xq,Premium Version -  Permanently (Collage Maker: Photo Layout),com.volio.layout.photocollage.collagemaker,inapp,removeadssale,KRW,"11,818.00","1,182.00","13,000.00",,,10261,KR,,,4992313473829035528,Yes,,,
GPA.3365-7637-8895-57385,2022-09-04,1662277181,Charged,gts4lwifi,Buy remove Ads and Compass themes forever (Compass: Direction Compass),com.compass.compassapp.compassfree,inapp,iapforever,TWD,85.00,4.00,89.00,,,330,TW,,,4992313473829035528,Yes,,,
GPA.3318-1991-1722-79360..0,2022-09-04,1662288290,Charged,,Premium Version -  Yearly Subscription (Collage Maker: Photo Layout),com.volio.layout.photocollage.collagemaker,subscription,iap1year,IDR,"81,000.00","8,910.00","89,910.00",,DKI JAKARTA,,ID,,,4992313473829035528,Yes,,,
GPA.3328-3410-7774-14269,2022-09-04,1662288717,Charged,a03s,iapforever (Time Warp Scan - Face warp),com.timewarpscan.timewarpfilter.warpscan.slitscan.facescanner,inapp,iapforever,ILS,12.90,0.00,12.90,,,,IL,,,4992313473829035528,Yes,,,
GPA.3328-3667-6034-96753,2022-09-04,1662290678,Charged,apollo,Premium Version -  Yearly Subscription (Collage Maker: Photo Layout),com.volio.layout.photocollage.collagemaker,subscription,iap1year,EUR,5.64,1.35,6.99,,,,FI,p1y,,4992313473829035528,Yes,,,
GPA.3312-2819-4987-21614,2022-09-04,1662295615,Charged,f41,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,BRL,30.99,0.00,30.99,Betim,MG,32656698,BR,,,4992313473829035528,Yes,,,
GPA.3372-6867-3302-52544,2022-09-04,1662296132,Charged,r8s,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,BRL,30.99,0.00,30.99,Comendador Levy Gasparian,RJ,25870000,BR,,,4992313473829035528,Yes,,,
GPA.3342-8825-4253-21621,2022-09-04,1662298002,Charged,a12,Buy remove Ads and Compass themes forever (Compass: Direction Compass),com.compass.compassapp.compassfree,inapp,iapforever,EUR,2.72,0.57,3.29,,,,BE,,,4992313473829035528,Yes,,,
GPA.3389-9995-6009-70108,2022-09-04,1662298843,Charged,b2q,Premium Version -  Permanently (Collage Maker: Photo Layout),com.volio.layout.photocollage.collagemaker,inapp,removeadssale,CHF,8.80,0.00,8.80,Bern,,3006,CH,,,4992313473829035528,Yes,,,
GPA.3382-9107-4837-05546,2022-09-04,1662303591,Charged,b0q,Premium Version -  Permanently (Collage Maker: Photo Layout),com.volio.layout.photocollage.collagemaker,inapp,removeadssale,USD,9.49,0.57,10.06,BALTIMORE,MD,21215,US,,,4992313473829035528,Yes,,,
GPA.3396-2783-9357-15938,2022-09-04,1662304011,Charged,HWLDN-Q,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,SAR,23.47,3.52,26.99,,,,SA,,,4992313473829035528,Yes,,,
GPA.3323-5887-0751-85699,2022-09-04,1662305578,Charged,barbet,Premium Version -  Permanently (Collage Maker: Photo Layout),com.volio.layout.photocollage.collagemaker,inapp,removeadssale,USD,9.49,0.92,10.41,SAINT LOUIS,MO,63118,US,,,4992313473829035528,Yes,,,
GPA.3356-5119-2380-71629,2022-09-04,1662305643,Charged,a12,Buy remove Ads and Compass themes forever (Compass: Direction Compass),com.compass.compassapp.compassfree,inapp,iapforever,INR,227.97,41.03,269.00,Lucknow,Uttar Pradesh,226005,IN,,,4992313473829035528,Yes,,,
GPA.3385-5055-2141-18867,2022-09-04,1662307775,Charged,a71xq,Premium Version -  Permanently (Collage Maker: Photo Layout),com.volio.layout.photocollage.collagemaker,inapp,removeadssale,USD,9.49,0.00,9.49,LAKE ELSINORE,CA,92532,US,,,4992313473829035528,Yes,,,
GPA.3302-4386-6181-19208,2022-09-04,1662308449,Charged,joyeuse,iapforever (Time Warp Scan - Face warp),com.timewarpscan.timewarpfilter.warpscan.slitscan.facescanner,inapp,iapforever,EUR,3.49,0.70,4.19,,,,FR,,,4992313473829035528,Yes,,,
GPA.3380-0964-3596-47336,2022-09-04,1662310871,Charged,b0q,Buy remove Ads and Compass themes forever (Compass: Direction Compass),com.compass.compassapp.compassfree,inapp,iapforever,CAD,3.79,0.57,4.36,Beresford,NB,E8K1B2,CA,,,4992313473829035528,Yes,,,
GPA.3398-3895-2389-47173,2022-09-04,1662313874,Charged,cv7as,iapforever (Time Warp Scan - Face warp),com.timewarpscan.timewarpfilter.warpscan.slitscan.facescanner,inapp,iapforever,USD,3.99,0.33,4.32,Pleasanton,TX,78064,US,,,4992313473829035528,Yes,,,
GPA.3376-2748-9127-62579..0,2022-09-04,1662315199,Charged,,Pro Version -  Monthly Subscription (Collage Maker: Photo Layout),com.volio.layout.photocollage.collagemaker,subscription,iapmonthly,EUR,3.24,0.75,3.99,,,,IE,p1m,,4992313473829035528,Yes,,,
GPA.3327-1583-0512-65655,2022-09-04,1662320097,Charged,guamna,Buy remove Ads and Compass themes forever (Compass: Direction Compass),com.compass.compassapp.compassfree,inapp,iapforever,USD,2.99,0.00,2.99,INGLEWOOD,CA,90043,US,,,4992313473829035528,Yes,,,
GPA.3329-5721-4662-06588,2022-09-04,1662334172,Charged,beyond0,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,BRL,30.99,0.00,30.99,Adamantina,SP,07432-575,BR,,,4992313473829035528,Yes,,,
GPA.3347-9789-1658-64551,2022-09-05,1662340135,Charged,raven, PDF Reader - Permanent Premium (PDF Reader - PDF Viewer),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,EUR,5.41,1.08,6.49,,,,FR,,,4992313473829035528,Yes,,,
GPA.3378-7107-1654-13127,2022-09-05,1662348765,Charged,htc_ocnuhl,Buy remove Ads and Compass themes forever (Compass: Direction Compass),com.compass.compassapp.compassfree,inapp,iapforever,NZD,4.34,0.65,4.99,Whitianga,,3510,NZ,,,4992313473829035528,Yes,,,
