Order Number,Order Charged Date,Order Charged Timestamp,Financial Status,Device Model,Product Title,Product ID,Product Type,SKU ID,Currency of Sale,Item Price,Taxes Collected,Charged Amount,City of Buyer,State of Buyer,Postal Code of Buyer,Country of Buyer,Base Plan ID,Offer ID
GPA.3341-5354-5732-74824,2021-12-01,1638372973,Charged,gts7xlwifi,All Document - No ads forever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,iapforever,EUR,4.61,0.88,5.49,,,,DE,,
GPA.3398-1421-5146-37644,2021-12-01,1638373063,Charged,Infinix-X693,remove ads sale (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,KES,689.66,110.34,800.00,,,00263,KE,,
GPA.3311-6124-6475-98295,2021-12-01,1638374085,Charged,a32,Buy remove Ads and Compass themes forever (Pro Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,iapforever,CHF,2.80,0.00,2.80,Biberist,,4562,CH,,
GPA.3394-9609-5453-67360,2021-12-01,1638374203,Charged,a32x, PDF Reader - Permanent Premium (PDF Reader - PDF Expert),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,EUR,5.28,1.21,6.49,,,,PT,,
GPA.3343-3327-3926-19860,2021-12-01,1638375224,Charged,F5321,Buy remove Ads and Compass themes forever (Pro Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,iapforever,SEK,27.20,6.80,34.00,,,,SE,,
GPA.3388-9667-1268-69404,2021-12-01,1638375877,Charged,HWJKM-H,All Document - No ads forever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,iapforever,THB,186.92,13.08,200.00,่่่ส,,,TH,,
GPA.3375-0342-7075-19996,2021-12-01,1638376664,Charged,OnePlus9R,Premium Scanner App (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,idtest1,INR,322.03,57.97,380.00,Suri,West Bengal,731216,IN,,
GPA.3399-7279-4661-08138,2021-12-01,1638379755,Charged,begonia, PDF Reader - Permanent Premium (PDF Reader - PDF Expert),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,EUR,5.28,1.21,6.49,,,,PT,,
GPA.3343-0080-2158-12294,2021-12-01,1638379949,Charged,HWJKM-H,Premium Scanner App (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,idtest1,COP,"17,000.00",0.00,"17,000.00",Bucaramanga,SANTANDER,680004,CO,,
GPA.3329-0260-2609-71179,2021-12-01,1638381163,Charged,mdh15lm,Remove all ads (PDF Converter: Photo To PDF),com.pdfconverter.imagetopdf.jpgtopdf.pdfconverterforandroid,inapp,removeads,CLP,"2,101.00",399.00,"2,500.00",Ñuñoa,REGIÓN METROPOLITANA,7750000,CL,,
GPA.3321-5614-9759-52798,2021-12-01,1638384538,Charged,grunt_cheets,All Document - No ads forever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,iapforever,SEK,47.20,11.80,59.00,,,,SE,,
GPA.3336-2262-9413-09864,2021-12-01,1638386713,Charged,r8s,remove ads sale (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,EUR,4.99,1.00,5.99,,,,FR,,
GPA.3310-2661-1659-95821,2021-12-01,1638390277,Charged,beyond1,Premium Scanner App  (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,idtest2,SEK,52.00,13.00,65.00,,,,SE,,
GPA.3306-3571-6027-86253,2021-12-01,1638394966,Charged,o1s, PDF Reader - Permanent Premium (PDF Reader - PDF Expert),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,idtest3,EUR,5.03,0.96,5.99,,,,DE,,
GPA.3363-6469-9901-92397,2021-12-01,1638395987,Charged,a50, PDF Reader - Permanent Premium (PDF Reader - PDF Expert),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,EUR,5.36,1.13,6.49,,,,ES,,
GPA.3384-1711-3393-71704,2021-12-01,1638396008,Charged,c2q,Premium Scanner App (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,idtest1,USD,4.49,0.31,4.80,CARY,NC,27523,US,,
GPA.3336-8604-4807-34462,2021-12-01,1638398708,Charged,c2s, PDF Reader - Permanent Premium (PDF Reader - PDF Expert),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,MXN,128.45,20.55,149.00,Ciudad de México,CDMX,01730,MX,,
GPA.3385-3281-5283-34764,2021-12-01,1638400052,Charged,P963F01,Remove all ads (PDF Converter: Photo To PDF),com.pdfconverter.imagetopdf.jpgtopdf.pdfconverterforandroid,inapp,removeads,MXN,56.03,8.97,65.00,,,40799,MX,,
GPA.3353-3519-6520-78743,2021-12-02,1638403253,Charged,beyond2,Premium Scanner App (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,idtest1,BRL,23.99,0.00,23.99,Juiz de Fora,MG,36015280,BR,,
GPA.3324-2978-0659-13302,2021-12-02,1638408814,Refund,d2s,All Document - No ads forever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,iapforever,EUR,4.99,-1.00,-5.99,,,,FR,,
GPA.3328-6334-5300-46268,2021-12-02,1638421261,Charged,RMX3085L1,Premium Scanner App (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,idtest1,INR,322.03,57.97,380.00,Mumbai,Maharashtra,400037,IN,,
GPA.3353-5887-9477-69430,2021-12-02,1638429378,Charged,a52sxq,Premium Scanner App  (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,idtest2,EUR,4.95,1.04,5.99,,,,ES,,
GPA.3366-2129-6194-20608,2021-12-02,1638431826,Charged,c2q,Premium Scanner App (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,idtest1,CAD,5.49,0.82,6.31,Sherbrooke,QC,J1G 5E9,CA,,
GPA.3305-3715-5808-82688,2021-12-02,1638434179,Charged,OP4863,Premium Scanner App  (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,idtest2,INR,423.73,76.27,500.00,"Bangalore, India",Karnataka,560029,IN,,
GPA.3376-9924-2208-62234,2021-12-02,1638435163,Charged,a71, PDF Reader - Permanent Premium (PDF Reader - PDF Expert),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,idtest3,EUR,4.83,1.16,5.99,,,,GR,,
GPA.3353-3098-6442-64613,2021-12-02,1638439711,Charged,y2s, PDF Reader - Permanent Premium (PDF Reader - PDF Expert),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,SAR,24.34,3.65,27.99,ابها,,,SA,,
GPA.3339-9339-9666-14091,2021-12-02,1638444303,Charged,a11q,Premium Scanner App  (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,idtest3,CLP,"6,639.00","1,261.00","7,900.00",,,2820000,CL,,
GPA.3355-4849-6260-33525,2021-12-02,1638445877,Charged,gta3xl,No Ads Forever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest1,RUB,324.17,64.83,389.00,Челябинск,Челябинская область,454129,RU,,
GPA.3309-5390-3312-11382,2021-12-02,1638446194,Charged,c2s, PDF Reader - Permanent Premium (PDF Reader - PDF Expert),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,PEN,26.99,0.00,26.99,Miraflores - Lima,,,PE,,
GPA.3352-5465-5589-18166,2021-12-02,1638455601,Charged,apollo,No Ads Forever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest1,EUR,3.91,0.78,4.69,,,,AT,,
GPA.3328-6600-1857-52823,2021-12-02,1638456438,Charged,rav,remove ads sale (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,BRL,30.99,0.00,30.99,Formiga,MG,35572124,BR,,
GPA.3322-3227-5120-62357,2021-12-02,1638458120,Charged,WVR_sprout, PDF Reader - Permanent Premium (PDF Reader - PDF Expert),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,KES,689.66,110.34,800.00,,,,KE,,
GPA.3309-9618-8081-49293,2021-12-02,1638458292,Charged,whyred,Premium Scanner App  (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,idtest2,BRL,30.99,0.00,30.99,Cascavel,PR,85800000,BR,,
GPA.3370-6340-9627-32263,2021-12-02,1638461575,Charged,a50,Premium Scanner App  (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,idtest2,EUR,4.95,1.04,5.99,,,,ES,,
GPA.3389-2859-4357-56153,2021-12-02,1638462422,Charged,NB1,removeads (Pro Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,removeads,EUR,2.47,0.52,2.99,,,,NL,,
GPA.3333-0069-0063-81722,2021-12-02,1638464306,Charged,a21s, PDF Reader - Permanent Premium (PDF Reader - PDF Expert),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,idtest1,CLP,"3,445.00",655.00,"4,100.00",,,,CL,,
GPA.3346-4825-7759-59064,2021-12-02,1638466337,Charged,HWSTK-HF,Premium Scanner App (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,idtest1,KES,517.24,82.76,600.00,,,,KE,,
GPA.3339-7367-3771-91456,2021-12-02,1638467376,Charged,a30s,All Document - No ads forever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,iapforever,EUR,4.91,1.08,5.99,,,,IT,,
GPA.3380-8175-4799-87666,2021-12-02,1638468956,Refund,a02q,remove ads sale (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,CZK,132.22,-27.77,-159.99,,,,CZ,,
GPA.3393-4935-5101-90966,2021-12-02,1638470348,Charged,secret,All Document - No ads forever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,iapforever,EGP,88.99,0.00,88.99,Alex,,,EG,,
GPA.3343-2766-9032-76562,2021-12-02,1638476175,Charged,2045,Premium Scanner App  (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,idtest2,GBP,4.16,0.83,4.99,,,,GB,,
GPA.3322-2100-1278-49448,2021-12-02,1638476601,Charged,a52xq,remove ads sale (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,CAD,7.49,1.12,8.61,LaSalle,QC,H8R 3E1,CA,,
GPA.3300-0802-7905-62904,2021-12-02,1638478833,Charged,a22,Premium Scanner App (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,idtest1,COP,"17,000.00",0.00,"17,000.00",,,,CO,,
GPA.3317-5606-0432-44171,2021-12-02,1638486079,Charged,onc, PDF Reader - Permanent Premium (PDF Reader - PDF Expert),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,idtest3,EUR,4.25,0.76,5.01,,,,MT,,
GPA.3349-3234-5950-89994,2021-12-02,1638489005,Charged,CPH1877,removeads (Pro Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,removeads,THB,84.11,5.89,90.00,ยานนาวา,กรุงเทพมหานคร,10120,TH,,
GPA.3332-5119-0631-33704,2021-12-03,1638494462,Charged,p3s,All Document - No ads forever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,iapforever,USD,5.68,0.00,5.68,Kindia,,,GN,,
GPA.3334-2365-2148-85222,2021-12-03,1638500749,Charged,odessa, PDF Reader - Permanent Premium (PDF Reader - PDF Expert),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,iapevent,CLP,"3,109.00",591.00,"3,700.00",,,,CL,,
GPA.3349-2383-8520-65595,2021-12-03,1638501036,Charged,x1q,Premium Scanner App  (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,idtest2,USD,5.49,0.00,5.49,ALEXANDRIA,VA,22305,US,,
GPA.3330-3220-0644-10243,2021-12-03,1638506655,Charged,parker, PDF Reader - Permanent Premium (PDF Reader - PDF Expert),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,iapevent,MXN,81.90,13.10,95.00,,,52975,MX,,
GPA.3332-7446-8568-29953,2021-12-03,1638515824,Charged,p3s, PDF Reader - Permanent Premium (PDF Reader - PDF Expert),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,idtest1,EUR,3.88,0.81,4.69,,,,NL,,
GPA.3306-4033-0619-09586,2021-12-03,1638517323,Charged,a52xq,Buy remove Ads and Compass themes forever (Pro Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,iapforever,DKK,20.00,5.00,25.00,,,,DK,,
GPA.3357-9726-9626-94084,2021-12-03,1638517636,Charged,joyeuse,All Document - No ads forever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,iapforever,UAH,149.99,0.00,149.99,,,,UA,,
GPA.3399-2322-8142-89596,2021-12-03,1638517877,Charged,joyeuse,No Ads Forever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest1,EUR,3.86,0.93,4.79,,,,GR,,
GPA.3337-2426-3523-37067,2021-12-03,1638520304,Charged,1901,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,idtest2,INR,423.73,76.27,500.00,Bilsi,Uttar Pradesh,243633,IN,,
GPA.3331-9570-8685-26194,2021-12-03,1638523544,Charged,m31,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,idtest1,INR,322.03,57.97,380.00,Tri Nagar Delhi,Delhi,110035,IN,,
GPA.3374-6643-1702-47339,2021-12-03,1638526469,Charged,OnePlus8Pro, PDF Reader - Permanent Premium (PDF Reader - PDF Expert),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,idtest1,RUB,315.83,63.17,379.00,Москва,Москва,107150,RU,,
GPA.3363-6592-5022-01250,2021-12-03,1638529974,Charged,r8q,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,idtest3,EUR,6.66,1.33,7.99,,,,FR,,
GPA.3386-0839-0889-01973,2021-12-03,1638531711,Charged,beyond1,All Document - No ads forever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,iapforever,CHF,5.20,0.00,5.20,Burgdorf,,3400,CH,,
GPA.3375-1857-1142-89244,2021-12-03,1638534049,Charged,a02q,removeads (Pro Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,removeads,GBP,2.24,0.45,2.69,,,,GB,,
GPA.3359-8938-2685-38180,2021-12-03,1638534269,Charged,edgar_cheets,All Document - No ads forever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,iapforever,EUR,4.99,1.00,5.99,,,,FR,,
GPA.3306-7073-6223-78015,2021-12-03,1638534998,Charged,beyond1q,No Ads Forever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest1,EUR,3.88,0.81,4.69,,,,BE,,
GPA.3305-3715-5808-82688,2021-12-03,1638537101,Refund,OP4863,Premium Scanner App  (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,idtest2,INR,423.73,-76.27,-500.00,"Bangalore, India",Karnataka,560029,IN,,
GPA.3396-6288-6540-73159,2021-12-03,1638539759,Charged,gts7xlwifi,All Document - No ads forever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,iapforever,SAR,20.86,3.13,23.99,Yanbu Al Siniayah,,51000,SA,,
GPA.3371-3839-2225-19711,2021-12-03,1638540744,Charged,a51,removeads (Pro Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,removeads,VND,"69,000.00",0.00,"69,000.00",,,,VN,,
GPA.3333-1587-3045-88273,2021-12-03,1638541136,Charged,d2s,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,idtest3,VND,"169,000.00",0.00,"169,000.00",,,,VN,,
GPA.3320-8607-2942-48292,2021-12-03,1638542736,Charged,r7,Buy remove Ads and Compass themes forever (Pro Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,iapforever,INR,227.97,41.03,269.00,MUMBAI,Maharashtra,400097,IN,,
GPA.3346-9641-3090-11821,2021-12-03,1638545246,Charged,OP4F1FL1,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,idtest2,INR,423.73,76.27,500.00,Warangal,Telangana,506369,IN,,
GPA.3363-8683-2079-50763,2021-12-03,1638545509,Charged,o1s, PDF Reader - Permanent Premium (PDF Reader - PDF Expert),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,SAR,24.34,3.65,27.99,جدة,,23822,SA,,
GPA.3338-6226-3795-12318,2021-12-03,1638547116,Charged,f2q,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,VND,"169,000.00",0.00,"169,000.00",,,,VN,,
GPA.3321-2102-9789-76872,2021-12-03,1638548953,Charged,odessa, PDF Reader - Permanent Premium (PDF Reader - PDF Expert),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,iapevent,MXN,81.90,13.10,95.00,,,15510,MX,,
GPA.3360-1370-5327-47940,2021-12-03,1638550371,Charged,a51,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,BRL,30.99,0.00,30.99,São Paulo,SP,04048-050,BR,,
GPA.3316-4304-2518-61492,2021-12-03,1638550396,Charged,ysl, PDF Reader - Permanent Premium (PDF Reader - PDF Expert),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,idtest3,EUR,4.95,1.04,5.99,,,,ES,,
GPA.3341-6484-2263-35090,2021-12-03,1638550860,Charged,herolte,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,idtest1,USD,4.34,0.00,4.34,Río Cuarto,Córdoba,X5806,AR,,
GPA.3326-5894-9152-48758,2021-12-03,1638551701,Charged,HWDUB-Q, PDF Reader - Permanent Premium (PDF Reader - PDF Expert),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,idtest3,COP,"22,000.00",0.00,"22,000.00",,,,CO,,
GPA.3374-4323-2953-30983,2021-12-03,1638552540,Charged,j6lte,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,BRL,30.99,0.00,30.99,Ferraz de Vasconcelos,SP,08532670,BR,,
GPA.3344-6773-9459-82317,2021-12-03,1638553256,Charged,octopus_cheets,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,DKK,47.20,11.80,59.00,,,,DK,,
