Order Number,Order Charged Date,Order Charged Timestamp,Financial Status,Device Model,Product Title,Product ID,Product Type,SKU ID,Currency of Sale,Item Price,Taxes Collected,Charged Amount,City of Buyer,State of Buyer,Postal Code of Buyer,Country of Buyer
GPA.3396-2022-8159-19549,2021-06-01,1622578440,Charged,d2s,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,EUR,2.01,0.38,2.39,,,,DE
GPA.3392-6631-5077-85460,2021-06-01,1622580265,Charged,d2s,remove ads sale (Scanner App - PDF Scanner Apps For Free),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,EUR,2.09,0.40,2.49,,,,DE
GPA.3374-5372-7715-04215,2021-06-01,1622580969,Charged,a71,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,EUR,2.06,0.43,2.49,,,,ES
GPA.3330-1321-9563-64211,2021-06-01,1622582283,Charged,sargo,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,JPY,270.00,0.00,270.00,,,2320064,JP
GPA.3387-9079-6633-64092,2021-06-01,1622582819,Charged,t2s,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,MXN,42.24,6.76,49.00,,,45016,MX
GPA.3321-6760-6735-92699,2021-06-01,1622587044,Charged,a10s,remove ads sale (Scanner App - PDF Scanner Apps For Free),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,MXN,47.41,7.59,55.00,,,80290,MX
GPA.3319-7487-5638-57180,2021-06-01,1622589811,Charged,mmh45lm,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,USD,2.56,0.00,2.56,Buenos Aires,Buenos Aires,,AR
GPA.3344-0084-7359-70423,2021-06-01,1622590916,Charged,ASUS_X00P_3,remove ads sale (Scanner App - PDF Scanner Apps For Free),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,BRL,13.99,0.00,13.99,Salvador,BA,40050120,BR
GPA.3323-2286-1096-78546,2021-06-02,1622597266,Charged,beyond2,remove ads sale (Scanner App - PDF Scanner Apps For Free),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,BRL,13.99,0.00,13.99,Adamantina,SP,16300025,BR
GPA.3321-8572-5794-45912,2021-06-02,1622599524,Charged,r7,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,CLP,"1,933.00",367.00,"2,300.00",,,,CL
GPA.3361-5118-1057-60224,2021-06-02,1622600142,Charged,gt5note8lte,remove ads sale (Scanner App - PDF Scanner Apps For Free),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,BRL,13.99,0.00,13.99,Fortaleza,CE,60120100,BR
GPA.3337-0379-0217-57122,2021-06-02,1622600746,Charged,a51,remove ads sale (Scanner App - PDF Scanner Apps For Free),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,IDR,"36,000.00","3,600.00","39,600.00",,,,ID
GPA.3398-1022-3122-49615,2021-06-02,1622602482,Charged,YDU,removeads (Pro Compass - Free Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,removeads,AUD,3.90,0.39,4.29,,,6208,AU
GPA.3374-7077-3446-55579,2021-06-02,1622603331,Charged,m31,removeads (Pro Compass - Free Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,removeads,RUB,224.17,44.83,269.00,Биробиджан,Еврейская автономная область,679016,RU
GPA.3359-6599-8995-16394,2021-06-02,1622606581,Charged,a31,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,SAR,9.56,1.43,10.99,,,12345,SA
GPA.3376-8657-3298-03390,2021-06-02,1622607880,Charged,a42xq,remove ads sale (Scanner App - PDF Scanner Apps For Free),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,INR,186.44,33.56,220.00,Ankleshwar,Gujarat,393002,IN
GPA.3367-3773-0577-39709,2021-06-02,1622618947,Charged,beyond0,remove ads sale (Scanner App - PDF Scanner Apps For Free),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,EUR,2.09,0.40,2.49,,,,DE
GPA.3374-1099-4513-02268,2021-06-02,1622621609,Charged,HWLYA,remove ads sale (Scanner App - PDF Scanner Apps For Free),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,EUR,2.09,0.50,2.59,,,,GR
GPA.3369-9914-1928-61300,2021-06-02,1622624722,Charged,vayu,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,IDR,"36,000.00","3,600.00","39,600.00",Batusangkar,SUMATERA BARAT,,ID
GPA.3330-9488-1087-44718,2021-06-02,1622628030,Charged,greatqltecs,"Remove all Ads forever (Currency exchange, Rate exchange & Money exchange)",currency.currencyconverter.currencyexchangeapp,inapp,iapremoveads,CAD,3.79,0.38,4.17,terrebonne,QC,j6x 4g8,CA
GPA.3395-4482-3149-14407,2021-06-02,1622630235,Charged,DRSA_sprout,removeads (Pro Compass - Free Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,removeads,GHS,15.00,2.62,17.62,Accra,,,GH
GPA.3302-1276-2194-43499,2021-06-02,1622630490,Charged,beyond1,removeads (Pro Compass - Free Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,removeads,GBP,2.24,0.45,2.69,,,,GB
GPA.3341-7154-9826-48671,2021-06-02,1622631119,Charged,Jakarta,remove ads sale (Scanner App - PDF Scanner Apps For Free),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,SAR,9.56,1.43,10.99,,,,SA
GPA.3387-1868-4140-56889,2021-06-02,1622631325,Charged,a40,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,CZK,53.71,11.28,64.99,,,,CZ
GPA.3302-6901-0602-84858,2021-06-02,1622633897,Charged,nairo,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,EUR,2.06,0.43,2.49,,,,ES
GPA.3361-4695-9435-76531,2021-06-02,1622634554,Charged,starlte,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,CZK,53.71,11.28,64.99,,,,CZ
GPA.3327-1795-5557-49575,2021-06-02,1622637734,Charged,c2s,removeads (Pro Compass - Free Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,removeads,THB,90.00,0.00,90.00,,,71120,TH
GPA.3339-0577-0935-85746,2021-06-02,1622640401,Charged,begonia,remove ads sale (Scanner App - PDF Scanner Apps For Free),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,EUR,2.12,0.47,2.59,,,,IT
GPA.3331-9730-6258-99692,2021-06-02,1622641002,Charged,joyeuse,Remove all ads (PDF Converter: Photo To PDF - PDF Maker),com.pdfconverter.imagetopdf.jpgtopdf.pdfconverterforandroid,inapp,removeads,BRL,16.99,0.00,16.99,Venda Nova do Imigrante,ES,29375000,BR
GPA.3319-3578-6292-77268,2021-06-02,1622656625,Charged,alioth,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,EUR,2.01,0.38,2.39,,,,DE
GPA.3377-7958-9127-54645,2021-06-02,1622656891,Charged,j5xnlte,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,EUR,2.06,0.43,2.49,,,,NL
GPA.3321-4476-1212-16910,2021-06-03,1622681488,Charged,beyond0q,Remove all ads (PDF Converter: Photo To PDF - PDF Maker),com.pdfconverter.imagetopdf.jpgtopdf.pdfconverterforandroid,inapp,removeads,USD,2.99,0.25,3.24,PASADENA,TX,77502,US
GPA.3368-6361-0939-62297,2021-06-03,1622684850,Charged,a70q,removeads (Pro Compass - Free Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,removeads,THB,90.00,0.00,90.00,,,83000,TH
GPA.3362-1715-5186-57091,2021-06-03,1622689168,Charged,HWLYA,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,EUR,2.06,0.43,2.49,,,,ES
GPA.3318-6311-6116-81202,2021-06-03,1622700169,Charged,addison,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,MXN,42.24,6.76,49.00,Jungapeo,MICH.,61470,MX
GPA.3394-6357-0121-90305,2021-06-03,1622700171,Charged,HWCLT,remove ads sale (Scanner App - PDF Scanner Apps For Free),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,EUR,2.09,0.40,2.49,,,,DE
GPA.3340-0272-8248-19270,2021-06-03,1622708553,Charged,lucye,remove ads sale (Scanner App - PDF Scanner Apps For Free),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,INR,186.44,33.56,220.00,Sechu Zubza,Nagaland,797005,IN
GPA.3338-4855-8943-95221,2021-06-03,1622711414,Charged,lavender,remove ads sale (Scanner App - PDF Scanner Apps For Free),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,IDR,"36,000.00","3,600.00","39,600.00",Semarang,JAWA TENGAH,50132,ID
GPA.3346-3368-0515-39027,2021-06-03,1622715563,Charged,HWEML,removeads (Pro Compass - Free Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,removeads,EUR,2.49,0.50,2.99,,,,FR
GPA.3366-0215-1075-99573,2021-06-03,1622721687,Charged,ocean,removeads (Pro Compass - Free Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,removeads,THB,90.00,0.00,90.00,,,,TH
GPA.3377-0552-7607-16237,2021-06-03,1622724469,Charged,x1s,removeads (Pro Compass - Free Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,removeads,EGP,46.99,0.00,46.99,Alexandria,,21533,EG
GPA.3351-2581-4179-72011,2021-06-03,1622724892,Charged,FP3,remove ads sale (Scanner App - PDF Scanner Apps For Free),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,EUR,2.09,0.40,2.49,,,,DE
GPA.3342-1309-0015-52622,2021-06-03,1622727123,Charged,beyond1q,removeads (Pro Compass - Free Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,removeads,HKD,23.00,0.00,23.00,,-,,HK
GPA.3305-0018-8417-29906,2021-06-03,1622730093,Charged,joyeuse,remove ads sale (Scanner App - PDF Scanner Apps For Free),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,TRY,19.48,3.51,22.99,Ankara,ANKARA,06520,TR
GPA.3374-3373-0288-61324,2021-06-03,1622734044,Charged,tf10,remove ads sale (Scanner App - PDF Scanner Apps For Free),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,USD,2.49,0.21,2.70,SAN ANTONIO,TX,78247,US
GPA.3396-8085-7223-72385,2021-06-03,1622735328,Charged,f2q,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,USD,2.56,0.00,2.56,Santiago,VERAGUAS,,PA
GPA.3349-6263-4609-04786,2021-06-03,1622735363,Charged,y2q,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,USD,2.49,0.20,2.69,Cibolo,TX,78108,US
GPA.3341-7998-2536-37219,2021-06-03,1622735534,Charged,a50,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,PLN,9.75,2.24,11.99,,,,PL
GPA.3320-7506-8625-39288,2021-06-03,1622742028,Charged,starlte,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,EUR,2.01,0.38,2.39,,,,DE
GPA.3343-2782-3193-58589,2021-06-03,1622750052,Charged,dream2lte,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,CLP,"1,933.00",367.00,"2,300.00",,,,CL
GPA.3392-9677-6540-45037,2021-06-03,1622750054,Charged,HWMAR,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,MXN,42.24,6.76,49.00,,,76799,MX
GPA.3347-4980-1285-32303,2021-06-03,1622751197,Charged,a02q,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,CLP,"1,933.00",367.00,"2,300.00",,,2820000,CL
GPA.3394-2619-0586-67969,2021-06-03,1622753263,Charged,odessa,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,CLP,"1,933.00",367.00,"2,300.00",,,3160000,CL
GPA.3353-8813-0911-59197,2021-06-03,1622758042,Charged,jackpot2lte,remove ads sale (Scanner App - PDF Scanner Apps For Free),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,BRL,13.99,0.00,13.99,Fortaleza,CE,60823175,BR
GPA.3332-3472-1898-80758,2021-06-03,1622760143,Charged,lavender,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,EUR,2.06,0.43,2.49,,,,ES
GPA.3357-4621-7754-54744,2021-06-04,1622771325,Charged,p3s,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,SAR,9.56,1.43,10.99,,,21944,SA
GPA.3332-7883-1163-12371,2021-06-04,1622773123,Charged,j5xnlte,removeads (Pro Compass - Free Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,removeads,CZK,66.11,13.88,79.99,,,,CZ
GPA.3332-7883-1163-12371,2021-06-04,1622773123,Refund,j5xnlte,removeads (Pro Compass - Free Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,removeads,CZK,66.11,-13.88,-79.99,,,,CZ
GPA.3325-4551-7326-33471,2021-06-04,1622784120,Charged,SOG02,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,JPY,270.00,0.00,270.00,,,2300077,JP
GPA.3302-8461-5110-71141,2021-06-04,1622787441,Charged,odessa,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,CLP,"1,933.00",367.00,"2,300.00",,,1000000,CL
GPA.3355-1704-7453-08422,2021-06-04,1622792279,Charged,G3421,removeads (Pro Compass - Free Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,removeads,GBP,2.24,0.45,2.69,,,,GB
GPA.3304-4219-2472-15302,2021-06-04,1622795219,Charged,a42xq,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,EUR,2.01,0.38,2.39,,,,DE
GPA.3365-2388-1988-90943,2021-06-04,1622797762,Charged,XQ-AS52,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,RON,10.08,1.91,11.99,,,,RO
GPA.3354-6242-4323-90573,2021-06-04,1622798338,Charged,OP4845,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,IDR,"36,000.00","3,600.00","39,600.00",Sampit,KALIMANTAN TENGAH,74322,ID
GPA.3309-0185-8034-39508,2021-06-04,1622798400,Charged,a6plte,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,EUR,2.01,0.38,2.39,,,,DE
GPA.3383-9313-1409-76397,2021-06-04,1622802106,Charged,p3s,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,EUR,2.09,0.50,2.59,,,,GR
GPA.3304-2037-3618-41955,2021-06-04,1622803648,Charged,a9y18qlte,remove ads sale (Scanner App - PDF Scanner Apps For Free),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,BRL,13.99,0.00,13.99,Lauro de Freitas,BA,42700000,BR
GPA.3310-1240-9417-41358,2021-06-04,1622804026,Charged,star,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,EUR,2.06,0.43,2.49,,,,ES
GPA.3348-7844-8660-79127,2021-06-04,1622804262,Charged,courbet,remove ads sale (Scanner App - PDF Scanner Apps For Free),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,EUR,2.09,0.40,2.49,,,,DE
GPA.3372-4719-0657-70710,2021-06-04,1622814795,Charged,a10s,remove ads sale (Scanner App - PDF Scanner Apps For Free),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,BRL,13.99,0.00,13.99,Hortolândia,SP,13187048,BR
GPA.3366-0456-6707-52350,2021-06-04,1622815497,Charged,hero2lte,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,EUR,2.07,0.42,2.49,,,,FR
GPA.3393-0761-8034-02923,2021-06-04,1622815560,Charged,HWVOG,remove ads sale (Scanner App - PDF Scanner Apps For Free),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,HKD,19.90,0.00,19.90,大嶼山梅窩,新界,,HK
GPA.3306-7012-3426-81025,2021-06-04,1622817875,Charged,sweet,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,EUR,2.06,0.43,2.49,,,,ES
GPA.3339-5499-4976-12132,2021-06-04,1622817890,Charged,o1s,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,GBP,1.91,0.38,2.29,,,,GB
GPA.3392-5695-7052-17506,2021-06-04,1622821710,Charged,j4primelte,removeads (Pro Compass - Free Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,removeads,THB,90.00,0.00,90.00,,,36000,TH
GPA.3304-2918-6148-75214,2021-06-04,1622822875,Charged,c2s,remove ads sale (Scanner App - PDF Scanner Apps For Free),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,CLP,"1,849.00",351.00,"2,200.00",Ñuñoa,REGIÓN METROPOLITANA,7750239,CL
GPA.3394-7071-3235-21758,2021-06-04,1622824823,Charged,P932F50,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,MXN,42.24,6.76,49.00,,,84000,MX
GPA.3334-6767-4325-01079,2021-06-04,1622825037,Charged,a3y17lte,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,EUR,2.07,0.42,2.49,,,,FR
